0.004000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.004000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.004000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.005000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.005000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.005000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.005000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.005000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.005000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.005000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.005000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.005000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.005000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.006000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.006000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.006000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.006000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.006000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.006000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.006000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.006000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.006000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.006000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.007000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.007000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.007000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.007000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.007000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.007000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.007000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.007000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.007000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.007000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.008000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.008000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.008000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.008000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.008000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.008000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.008000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.008000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.008000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.008000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.009000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.009000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.009000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.009000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.009000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.009000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.009000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.009000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.009000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.009000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
