0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.000000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.000000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.000000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.000000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.000000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.000000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.000000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.000000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.001000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.001000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.001000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.001000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.001000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.001000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.001000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.001000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.001000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.001000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.002000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.002000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.002000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.002000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.002000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.002000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.002000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.002000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.002000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.002000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.003000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.003000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.003000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.003000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.003000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.003000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.003000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
0.003000	18.000000	0.000630	0.000000	-0.000004	0.630000	0.000000
0.003000	23.000000	0.000540	0.000000	-0.000002	0.540000	0.000000
0.003000	29.000000	0.000320	0.000110	-0.000001	0.320000	0.110000
0.004000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.004000	1.000000	0.000020	0.000000	-0.001000	0.020000	0.000000
0.004000	3.000000	0.000015	0.000000	-0.000111	0.015000	0.000000
0.004000	5.000000	0.000012	0.000000	-0.000040	0.012000	0.000000
0.004000	7.000000	0.000010	0.000000	-0.000019	0.010000	0.000000
0.004000	10.000000	0.000820	0.000000	-0.000010	0.820000	0.000000
0.004000	14.000000	0.000710	0.000000	-0.000005	0.710000	0.000000
